"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.61843887831318e-09,1.00120847443567,0.367,0.228,2.21952707771869e-05,"2","SLC2A3"
3.01013700213195e-09,0.847991899720578,0.29,0.165,4.12810188472376e-05,"2","PDCD5"
3.80850152338412e-09,0.72418447281658,0.383,0.234,5.22297898916899e-05,"2","LEPROTL1"
6.56863851942639e-09,0.519982161555679,0.383,0.234,9.00823086554135e-05,"2","DUSP2"
8.16446509402911e-09,0.279992603038899,0.904,0.753,0.000111967474299515,"2","TOMM7"
1.0287767383249e-08,0.334155561258929,0.695,0.497,0.000141086441893876,"2","HMGN1"
1.03261418500456e-08,0.757100807008679,0.379,0.233,0.000141612709331525,"2","RWDD1"
1.04937005049984e-08,0.475017770069263,0.615,0.437,0.000143910608725549,"2","SKP1"
1.10784559044646e-08,0.478901598187217,0.252,0.136,0.000151929944273827,"2","ADH5"
1.25038098590801e-08,0.538491537402441,0.474,0.311,0.000171477248407425,"2","SEPT9"
1.36238542958293e-08,0.448085960237112,0.376,0.224,0.000186837537813003,"2","RHOH"
1.41617380788677e-08,0.483321748682861,0.55,0.387,0.000194214076013592,"2","MIF"
2.34519170456709e-08,0.523963885705446,0.298,0.172,0.000321619590364331,"2","ADD3"
3.84719711651637e-08,0.517738220004661,0.376,0.238,0.000527604612559055,"2","DUT"
4.00881996509378e-08,0.5380440210262,0.31,0.185,0.000549769570012962,"2","SBDS"
4.26921510513877e-08,0.571012825037317,0.265,0.148,0.000585480159518731,"2","ABHD14B"
5.05670703552087e-08,0.385404767914808,0.612,0.458,0.000693476802851332,"2","RAN"
5.94778853476018e-08,0.49599796351921,0.486,0.337,0.000815679719657011,"2","BTG2"
6.57615505667621e-08,0.367933408144596,0.846,0.734,0.000901853904472576,"2","TSC22D3"
6.78038692420589e-08,0.435724493897695,0.292,0.168,0.000929862262785596,"2","PSIP1"
6.8152146885584e-08,0.454155288317237,0.401,0.258,0.000934638542388899,"2","ABRACL"
7.14994520174193e-08,0.364946450630562,0.45,0.302,0.000980543484966889,"2","XRCC6"
1.11502203081479e-07,0.308944015271134,0.944,0.847,0.0015291412130594,"2","ACTG1"
1.15003357119601e-07,0.359254987512805,0.786,0.622,0.00157715603953821,"2","KLF6"
1.17494172861199e-07,0.350481919719378,0.695,0.543,0.00161131508661849,"2","SNRPD2"
1.38154670036962e-07,0.730595052495671,0.339,0.214,0.0018946531448869,"2","DDX24"
1.58793158302835e-07,0.35658570231694,0.621,0.467,0.00217768937296507,"2","LDHA"
1.94147869539857e-07,0.29084859163529,0.949,0.867,0.0026625438828696,"2","BTG1"
2.28216616235868e-07,0.259039089308407,0.274,0.161,0.00312976267505869,"2","HNRNPH3"
3.88647132716021e-07,0.373161652899862,0.294,0.175,0.00532990677806751,"2","CRBN"
4.47663786268267e-07,0.6223136204601,0.321,0.202,0.00613926116488301,"2","DDIT4"
4.51670706290531e-07,0.39903628420638,0.314,0.193,0.00619421206606835,"2","BUB3"
5.7237899283985e-07,0.365348158174106,0.664,0.511,0.0078496055078057,"2","HSP90AA1"
7.95624211402216e-07,0.393473351441387,0.334,0.212,0.01091119043517,"2","CDC42SE2"
8.90175995343429e-07,0.251596856665273,0.423,0.277,0.0122078736001398,"2","C12orf57"
9.81332137708306e-07,0.28519363481609,0.274,0.169,0.0134579889365317,"2","PSMG2"
1.04322905016213e-06,0.710684323561687,0.396,0.267,0.0143068431939235,"2","PSMC5"
1.35202700479791e-06,0.451477173330072,0.272,0.164,0.0185416983437985,"2","MYLIP"
1.44538899200551e-06,0.445761696916597,0.327,0.209,0.0198220646363636,"2","TERF2IP"
1.74648178836252e-06,0.30176644086652,0.41,0.27,0.0239512512456035,"2","C9orf78"
1.75535791062011e-06,0.338882820534099,0.408,0.28,0.0240729783862441,"2","SUB1"
1.8553038431683e-06,0.360608540118505,0.497,0.352,0.0254436369052101,"2","MZT2B"
1.89642831802619e-06,0.833509291026744,0.252,0.152,0.0260076179534112,"2","NDUFA5"
2.11704074618122e-06,0.381895783088231,0.318,0.202,0.0290330967931292,"2","CAPN2"
2.71084249219662e-06,0.315945565690607,0.483,0.343,0.0371764939379844,"2","YWHAZ"
3.190939426033e-06,0.480186939653909,0.347,0.227,0.0437605432886166,"2","CD47"
4.36346950166179e-06,0.553954634574757,0.298,0.194,0.0598406207457897,"2","IL10RA"
4.51177609408458e-06,0.293919039757108,0.521,0.373,0.0618744973542759,"2","NDUFS5"
4.60227892056132e-06,0.380198318331971,0.29,0.18,0.063115653116578,"2","DSTN"
4.91418551083787e-06,0.505394445185686,0.292,0.188,0.0673931400956306,"2","KARS"
4.9361084990016e-06,0.320229213630979,0.664,0.518,0.067693791955308,"2","RPL41"
5.24177421394786e-06,0.302402440222084,0.287,0.18,0.0718856915700809,"2","ARL4C"
5.31113139461372e-06,0.356332824596246,0.615,0.459,0.0728368559457326,"2","SRSF7"
6.9230774528631e-06,0.482442038472072,0.263,0.167,0.0949430841885646,"2","NECAP2"
6.97611129335126e-06,0.627575208983811,0.321,0.215,0.0956703902770192,"2","TAP1"
8.62499960593556e-06,0.454084427722439,0.252,0.155,0.1182832445958,"2","RNF167"
8.8845335303886e-06,0.426658853480636,0.307,0.197,0.121842492835749,"2","MGST3"
1.56389441619413e-05,0.740739710405425,0.265,0.175,0.214472480236862,"2","NSMCE1"
1.825089205353e-05,0.498604822231031,0.267,0.175,0.25029273362211,"2","MATR3"
1.98405148925944e-05,0.504734867127347,0.298,0.193,0.27209282123704,"2","HSPE1"
2.07805356492232e-05,0.325196363695222,0.423,0.307,0.284984265893447,"2","CCDC109B"
2.85568310389093e-05,0.263360492604184,0.356,0.245,0.391628380867602,"2","MINOS1"
3.02675915985424e-05,0.301688169867303,0.519,0.389,0.41508975118241,"2","CIB1"
3.10793773334974e-05,0.375950542056902,0.347,0.246,0.426222580751584,"2","NDUFB4"
3.305643380309e-05,0.274579041642046,0.405,0.273,0.453335933175576,"2","ANXA6"
3.35985308233127e-05,0.433838577064558,0.312,0.209,0.46077025171091,"2","SIGIRR"
4.12224718410362e-05,0.385550091196371,0.261,0.168,0.565324978827971,"2","HMOX2"
4.47306078660721e-05,0.378265858641135,0.292,0.196,0.613435556275312,"2","FNBP1"
5.60511955048243e-05,0.323645594171003,0.739,0.615,0.76868609515316,"2","IER2"
6.31790020769033e-05,0.330547145931475,0.641,0.498,0.866436834482652,"2","GTF3A"
6.46585294666252e-05,0.38590523938728,0.388,0.273,0.886727073105299,"2","GYPC"
7.51285209738202e-05,0.331921959109309,0.399,0.286,1,"2","KRTCAP2"
8.95157774917851e-05,0.487347676229132,0.37,0.273,1,"2","ARHGDIA"
0.000103348535457061,0.290822736350265,0.31,0.21,1,"2","HMHA1"
0.000103857875328686,0.273774621533356,0.425,0.304,1,"2","NDFIP1"
0.000108835786742995,0.3316538659529,0.263,0.174,1,"2","GRK6"
0.00011908682522518,0.503013518785306,0.343,0.247,1,"2","S1PR4"
0.000123551971633359,0.355676709467843,0.325,0.225,1,"2","XRCC5"
0.000124636864683843,0.253697672292628,0.372,0.262,1,"2","C19orf60"
0.000126021908394237,0.456672606251178,0.269,0.179,1,"2","CHURC1"
0.000130318859629225,0.321743763317343,0.323,0.23,1,"2","IDS"
0.000132433271850112,0.362778948597241,0.392,0.287,1,"2","PRDX1"
0.000147487915072969,0.399958286607255,0.514,0.387,1,"2","PTGES3"
0.000148508696148874,0.303855842464891,0.263,0.178,1,"2","ATP1A1"
0.000151165871711111,0.260443693475639,0.412,0.292,1,"2","ATPIF1"
0.000160770498372497,0.438346253125651,0.307,0.218,1,"2","IK"
0.000161244230251648,0.251270810669359,0.688,0.558,1,"2","APRT"
0.000164051233919681,0.385078267275882,0.269,0.18,1,"2","MRPL34"
0.00016781771488674,0.351970685450126,0.49,0.355,1,"2","TRMT112"
0.000197854396681701,0.362382304724443,0.254,0.17,1,"2","PPHLN1"
0.000204667180736916,0.608029689136334,0.269,0.184,1,"2","TRAM1"
0.000228927189073817,0.579607980340413,0.321,0.229,1,"2","KHDRBS1"
0.000230197730542828,0.306963088370743,0.263,0.175,1,"2","USMG5"
0.000251525548418421,0.382820892432307,0.318,0.223,1,"2","EIF4B"
0.000255747523748413,0.292943397080907,0.528,0.412,1,"2","EID1"
0.000271973728349985,0.411829869378931,0.256,0.177,1,"2","TMED10"
0.000289686174457157,0.46774176982823,0.254,0.177,1,"2","NUTF2"
0.00028979421706938,0.429110417550398,0.43,0.319,1,"2","PDIA3"
0.000300952836480862,0.287645777092423,0.298,0.207,1,"2","ANXA7"
0.000317617707476943,0.308010961599989,0.543,0.413,1,"2","CUTA"
0.000320699775809004,0.287595976449394,0.281,0.191,1,"2","HNRNPR"
0.000352053445258729,0.551496238287158,0.314,0.227,1,"2","DOK2"
0.000361459798681959,0.283090485755598,0.269,0.186,1,"2","HSPA5"
0.000367414947029216,0.302145211193675,0.274,0.189,1,"2","LSM2"
0.000369189914718822,0.28954603049943,0.256,0.174,1,"2","OSTC"
0.000369695046674587,0.267278565877173,0.448,0.339,1,"2","ATP5H"
0.000468084062849316,0.304657094478319,0.468,0.357,1,"2","EIF3E"
0.000481115937790133,0.343287944692905,0.359,0.259,1,"2","TMED2"
0.000495926403956568,0.28798554624426,0.528,0.396,1,"2","ATP5A1"
0.000553543147092548,0.496101529090983,0.316,0.221,1,"2","ACP1"
0.00060472707080252,0.293209568342087,0.345,0.256,1,"2","ANXA11"
0.000612656241996483,0.266377819145576,0.301,0.216,1,"2","DEK"
0.000680849794425827,0.293611618584055,0.307,0.222,1,"2","MDH1"
0.000707848106744648,0.657990473263623,0.294,0.208,1,"2","RPS27L"
0.000821460967213369,0.259830907582267,0.29,0.206,1,"2","TCEA1"
0.000829693022651643,0.267165846574611,0.334,0.241,1,"2","PCNP"
0.00085888602085893,0.408667449724538,0.365,0.266,1,"2","DYNLRB1"
0.000946911206445466,0.352523261603472,0.294,0.207,1,"2","NDUFA12"
0.00101382182323529,0.350505296216507,0.265,0.188,1,"2","MRP63"
0.00103744828829538,0.415685295829404,0.258,0.177,1,"2","DCK"
0.00109227582081377,0.335027791029205,0.381,0.287,1,"2","CSDE1"
0.00119050711495758,0.283316976690076,0.361,0.271,1,"2","PYURF"
0.00129743125857979,0.377619590886223,0.261,0.188,1,"2","TRAPPC6A"
0.0013389582464996,0.256106653944129,0.452,0.351,1,"2","DAD1"
0.00136311882891007,0.275790299647956,0.274,0.197,1,"2","CCT3"
0.00141124812266543,0.293259461740165,0.269,0.191,1,"2","TMEM243"
0.0014322461565695,0.33021491261902,0.508,0.394,1,"2","CCND3"
0.00215787789260762,0.2601845521707,0.566,0.455,1,"2","SRSF3"
0.00240622635191523,0.28210887146348,0.303,0.226,1,"2","UBE2L3"
0.00243511918906639,0.309026126614563,0.314,0.236,1,"2","HNRNPU"
0.00265198573026352,0.334581114345854,0.276,0.204,1,"2","CKLF"
0.00325733569535852,0.568503257022828,0.278,0.201,1,"2","HAX1"
0.00343552915291565,0.302912174442356,0.339,0.255,1,"2","PSMA5"
0.00386657680509818,0.356172894924772,0.381,0.299,1,"2","HNRNPM"
0.00406539404898853,0.684368500526266,0.343,0.265,1,"2","FUS"
0.00468081437339382,0.27373663870216,0.39,0.304,1,"2","CYCS"
0.0052294986098702,0.291696622356624,0.592,0.487,1,"2","YWHAB"
0.00552076094515993,0.271656394810577,0.686,0.556,1,"2","NAP1L1"
0.00590808824103115,0.977221223885311,0.283,0.213,1,"2","NSA2"
0.00598590584464392,0.580181427874368,0.256,0.189,1,"2","JAK1"
0.00676251348457956,0.268222292740371,0.497,0.407,1,"2","ICAM3"
0.00986629332220909,0.326313745667443,0.486,0.401,1,"2","ACTR3"
0.00995988001804564,0.531705560779475,0.296,0.232,1,"2","DGUOK"
0,6.90342001910996,0.939,0.042,0,"3","CD79A"
0,5.72818931917112,0.86,0.053,0,"3","MS4A1"
2.19310347072802e-272,4.61624308416852,0.915,0.142,3.0076220997564e-268,"3","CD79B"
6.58673483872658e-271,7.23034190232187,0.564,0.01,9.03304815782963e-267,"3","LINC00926"
1.0556714443132e-269,6.6176558005153,0.623,0.022,1.44774781873112e-265,"3","TCL1A"
2.45785463721375e-264,3.96561783011178,0.889,0.118,3.37070184947494e-260,"3","HLA-DQA1"
1.4549917379881e-235,6.95447905942931,0.488,0.007,1.99537566947688e-231,"3","VPREB3"
9.26292216702247e-230,4.04708785325244,0.865,0.148,1.27031714598546e-225,"3","HLA-DQB1"
3.32008866111086e-184,2.98621830691697,1,0.821,4.55316958984744e-180,"3","CD74"
9.99403752063074e-183,2.85412854106048,1,0.495,1.3705823055793e-178,"3","HLA-DRA"
1.58779738976063e-171,6.37029999207291,0.383,0.009,2.17750534031773e-167,"3","FCER2"
2.97142785335161e-165,2.51015737825913,0.985,0.449,4.0750161580864e-161,"3","HLA-DPB1"
1.98198630438742e-160,4.52925865962097,0.485,0.037,2.71809601783691e-156,"3","BANK1"
1.04262788762817e-153,2.22030584139225,0.982,0.382,1.42985988509328e-149,"3","HLA-DRB1"
1.27404933286289e-141,2.14464080284076,0.977,0.422,1.74723125508817e-137,"3","HLA-DPA1"
1.89749932756339e-136,3.81848467873883,0.523,0.065,2.60223057782044e-132,"3","HLA-DQA2"
3.88964644174048e-136,5.97003067704477,0.31,0.007,5.3342611302029e-132,"3","TSPAN13"
8.37284480485545e-136,6.73045914728037,0.298,0.006,1.14825193653788e-131,"3","FCRLA"
1.8622487780055e-131,2.06321454299212,0.965,0.741,2.55388797415674e-127,"3","CD37"
4.77273659631572e-119,2.21246488296899,0.851,0.277,6.54533096818738e-115,"3","HLA-DRB5"
1.68997583169945e-118,3.35561513178931,0.491,0.069,2.31763285559263e-114,"3","HVCN1"
1.14637392136897e-116,5.5332808924754,0.278,0.008,1.57213719576541e-112,"3","PKIG"
1.75271428737915e-115,5.49367137766599,0.289,0.011,2.40367237371177e-111,"3","HLA-DOB"
8.52412509949611e-101,2.52636946789615,0.696,0.202,1.1689985161449e-96,"3","HLA-DMA"
1.05535820894487e-99,4.54135250660081,0.281,0.015,1.44731824774699e-95,"3","BLK"
4.84897325751681e-99,3.70224921515354,0.319,0.024,6.64988192535855e-95,"3","PDLIM1"
5.6836180563725e-99,4.65005711940386,0.289,0.018,7.79451380250924e-95,"3","GNG7"
5.50811252949559e-96,5.36761504977156,0.263,0.014,7.55382552295025e-92,"3","CD72"
1.61353435308195e-93,2.93193256108631,0.553,0.126,2.21280101181659e-89,"3","HLA-DMB"
1.36188215594709e-85,4.77416567915092,0.272,0.02,1.86768518866584e-81,"3","P2RX5"
5.42019889137499e-85,4.13477434151912,0.292,0.026,7.43326075963166e-81,"3","CD40"
3.73479575013785e-75,3.84659085111083,0.354,0.056,5.12189889173904e-71,"3","EAF2"
7.16839054929564e-70,3.6666604105597,0.313,0.045,9.83073079930404e-66,"3","PPAPDC1B"
8.66876945726529e-70,3.41157186002401,0.377,0.071,1.18883504336936e-65,"3","IRF8"
1.17183171849184e-66,0.613402734146696,1,0.993,1.60705001873971e-62,"3","RPL18A"
9.9637464667916e-62,3.70970922604063,0.272,0.037,1.3664281904558e-57,"3","QRSL1"
1.32430922817883e-60,3.17957250273211,0.325,0.058,1.81615767552444e-56,"3","CYB561A3"
2.73223235388552e-56,3.53430967270784,0.281,0.046,3.74698345011861e-52,"3","MARCH1"
2.80204313526151e-55,3.56703475208318,0.269,0.042,3.84272195569764e-51,"3","MEF2C"
1.1892410062347e-52,3.17337355521921,0.325,0.069,1.63092511595027e-48,"3","SMIM14"
1.97226197034353e-52,0.64662852166308,1,0.98,2.70476006612911e-48,"3","RPS23"
3.00853278943245e-51,0.710052838832069,0.991,0.943,4.12590186742766e-47,"3","RPS11"
7.89301805933969e-50,0.580909665122654,1,0.976,1.08244849665784e-45,"3","RPS5"
1.27001064244461e-49,1.97477995929792,0.468,0.151,1.74169259504853e-45,"3","LY86"
5.33970112986417e-48,3.07582497999359,0.292,0.061,7.32286612949572e-44,"3","PLEKHF2"
1.75218148471724e-46,2.13777519931117,0.474,0.176,2.40294168814123e-42,"3","SNX2"
1.7998777926222e-44,0.773698952478028,0.936,0.669,2.46835240480208e-40,"3","LTB"
8.4407239976474e-39,1.93392834981223,0.395,0.132,1.15756088903736e-34,"3","NCF1"
1.33493879203891e-38,1.45754171523077,0.693,0.427,1.83073505940217e-34,"3","ISG20"
1.97380240009259e-37,1.23802655689648,0.81,0.57,2.70687261148698e-33,"3","CXCR4"
3.17079365833272e-36,1.70800203614931,0.503,0.23,4.3484264230375e-32,"3","SNHG7"
4.17640461719894e-36,0.412234293384267,1,0.999,5.72752129202663e-32,"3","RPL13A"
3.06798816023776e-35,1.11454329297709,0.871,0.781,4.20743896295006e-31,"3","LAPTM5"
7.97907922524622e-35,0.44262529910011,1,0.986,1.09425092495027e-30,"3","RPS8"
1.62564986688756e-33,0.384024812328282,1,0.995,2.2294162274496e-29,"3","RPL15"
3.16023313808217e-31,0.441831071431638,1,0.986,4.33394372556589e-27,"3","RPL8"
9.80961730395555e-30,2.75038245152442,0.251,0.069,1.34529091706446e-25,"3","LAT2"
1.6172992283471e-29,1.81366740700302,0.412,0.178,2.21796416175521e-25,"3","FAIM3"
2.2712170949626e-26,0.384437062336165,0.994,0.982,3.1147471240317e-22,"3","RPL18"
4.47550065157604e-24,0.375082149935394,0.997,0.993,6.13770159357138e-20,"3","RPS27"
8.90578386659206e-24,0.378355733762865,0.997,0.985,1.22133919946443e-19,"3","RPL10A"
1.19561483111201e-23,0.795541538414361,0.842,0.612,1.63966617938701e-19,"3","PTPRCAP"
2.90621597769732e-22,2.07038477303196,0.272,0.103,3.98558459181411e-18,"3","STX7"
5.24780511780959e-22,0.575860711846976,0.953,0.886,7.19683993856407e-18,"3","CD52"
6.0399861503663e-21,1.77441751589483,0.298,0.122,8.28323700661235e-17,"3","SYPL1"
8.54539534650204e-21,0.452894293535671,0.997,0.978,1.17191551781929e-16,"3","GNB2L1"
7.24093749280743e-20,0.447381952596906,0.988,0.954,9.93022167763611e-16,"3","RPSA"
2.98945487869631e-19,0.665535363071001,0.76,0.642,4.09973842064412e-15,"3","LIMD2"
3.97815746032261e-19,0.360816644608147,0.997,0.991,5.45564514108642e-15,"3","RPL12"
1.12698729957533e-17,0.336955926208769,0.997,0.985,1.54555038263761e-13,"3","RPL29"
1.06850245327053e-16,1.64512515672366,0.26,0.111,1.4653442644152e-12,"3","BIRC3"
2.66816387049349e-16,0.31980890703827,0.994,0.983,3.65911993199477e-12,"3","FAU"
4.44713750148588e-16,0.279152968715522,1,0.997,6.09880436953773e-12,"3","RPS18"
1.98605442906867e-15,0.297078252090907,1,0.99,2.72367504402477e-11,"3","RPL23A"
2.13830409341028e-15,0.475445150225963,0.909,0.859,2.93247023370286e-11,"3","RPS21"
2.26649166834419e-15,1.62914228625409,0.266,0.121,3.10826667396723e-11,"3","PRKCB"
7.10271375910892e-15,0.316432626386162,0.997,0.975,9.74066164924198e-11,"3","RPL9"
9.39050791032938e-15,0.252745061897777,1,0.994,1.28781425482257e-10,"3","RPL19"
9.93009876832744e-15,0.350663467731163,0.997,0.963,1.36181374508843e-10,"3","RPS13"
1.07784149494918e-14,1.00206701427962,0.582,0.449,1.4781518261733e-10,"3","SNX3"
1.56048844627095e-14,1.2882851634691,0.368,0.209,2.14005385521598e-10,"3","FAM26F"
8.42614148077174e-14,0.606404110384061,0.865,0.833,1.15556104267304e-09,"3","EEF2"
1.23909357061216e-13,0.287118155267523,1,0.992,1.69929292273752e-09,"3","RPL21"
3.1453556899695e-13,1.13812118441514,0.485,0.328,4.31354079322418e-09,"3","POLD4"
3.58169227072611e-13,0.507485757614515,0.912,0.884,4.91193278007379e-09,"3","EEF1B2"
3.73305562342629e-13,0.25820362731955,1,0.993,5.11951248196681e-09,"3","RPS19"
5.19852315054287e-13,0.251857743207031,0.997,0.992,7.12925464865449e-09,"3","RPLP2"
7.53444891067772e-13,0.822729946666433,0.576,0.441,1.03327432361034e-08,"3","PLAC8"
8.43332984359677e-13,0.334986903671023,0.977,0.953,1.15654685475086e-08,"3","RPL37A"
5.0792068265277e-12,0.389201350832201,0.889,0.825,6.96562424190009e-08,"3","GLTSCR2"
5.10819041832509e-12,1.60276869465991,0.325,0.182,7.00537233969103e-08,"3","RPL22L1"
1.01231058325695e-11,0.307395404131666,0.98,0.97,1.38828273387859e-07,"3","RPL35"
1.06904218413461e-11,0.306501843400427,0.968,0.952,1.46608445132221e-07,"3","RPL37"
1.50258895660004e-11,0.287768714796328,0.988,0.972,2.0606504950813e-07,"3","RPL5"
1.71590169737919e-11,0.251392768874289,0.98,0.973,2.35318758778582e-07,"3","RPS10"
1.86043020111417e-11,1.23246145380982,0.339,0.205,2.55139397780797e-07,"3","SEC62"
6.66760262705798e-11,0.930429956888083,0.48,0.357,9.14395024274731e-07,"3","PNISR"
1.01691449320774e-10,0.280898460995084,0.991,0.979,1.39459653598509e-06,"3","RPS3A"
1.57949357984127e-10,1.14763098140237,0.325,0.199,2.16611749539432e-06,"3","RCSD1"
3.92433144051997e-10,1.41275442241557,0.263,0.147,5.38182813752908e-06,"3","BLOC1S2"
1.10317712869362e-09,0.280321704215337,0.977,0.955,1.51289711429043e-05,"3","RPL27"
2.06672523556519e-09,1.14053677156937,0.307,0.189,2.83430698805411e-05,"3","TMEM243"
2.08070851604113e-09,0.544484669355559,0.623,0.517,2.8534836588988e-05,"3","HMGN1"
2.7164299455267e-09,1.03009668058493,0.266,0.152,3.72531202729532e-05,"3","RNASEH2B"
2.84433791735138e-09,1.09036827550461,0.26,0.145,3.90072501985568e-05,"3","POU2F2"
5.50953556544254e-09,0.868110179696498,0.468,0.345,7.5557770744479e-05,"3","CD69"
7.30031492129374e-09,0.394312470685632,0.822,0.723,0.000100116518830622,"3","RPSAP58"
8.02293311744138e-09,1.01360369919236,0.254,0.148,0.000110026504772591,"3","DRAM2"
4.71551815287068e-08,0.427113491076915,0.792,0.747,0.000646686159484685,"3","TSC22D3"
5.36655441506278e-08,0.460295911320278,0.702,0.632,0.000735969272481709,"3","EIF4A2"
5.98283101988023e-08,0.798508352182188,0.573,0.458,0.000820485446066375,"3","SELL"
2.81374235712475e-07,0.846950868410423,0.36,0.256,0.00385876626856088,"3","SP100"
3.90027881312126e-07,0.451349973409015,0.655,0.602,0.0053488423643145,"3","ATP6V1G1"
4.88910656055746e-07,0.798778997825229,0.325,0.23,0.0067049207371485,"3","ZFP36L1"
6.32524826483621e-07,0.649634218260218,0.608,0.539,0.00867444547039638,"3","CD53"
7.45218916980872e-07,1.12468437956634,0.295,0.206,0.0102199322274757,"3","PAPOLA"
1.0082540414639e-06,0.316237392796651,0.912,0.876,0.0138271959246359,"3","BTG1"
1.53837387469208e-06,1.12696288711604,0.266,0.18,0.0210972593175272,"3","DCK"
1.86782975874339e-06,1.11140887962041,0.275,0.186,0.0256154173114068,"3","EZR"
3.43346308410461e-06,0.736344612187543,0.535,0.474,0.0470865127354107,"3","ANAPC16"
5.62489358245935e-06,0.878664611561333,0.287,0.201,0.0771397905898475,"3","HERPUD1"
6.47634376165641e-06,0.775432516555235,0.374,0.284,0.088816578347356,"3","PTPN6"
6.57064778393248e-06,0.468600650262252,0.667,0.625,0.0901098637088501,"3","CCNI"
1.22248287713351e-05,0.49282002256198,0.599,0.558,0.16765130177009,"3","ERP29"
1.24308021337379e-05,0.653721083472676,0.594,0.557,0.170476020462082,"3","UCP2"
1.85721540616048e-05,0.730316101805412,0.354,0.274,0.254698520800848,"3","SP110"
2.56846152403006e-05,0.381430760635024,0.699,0.684,0.352238813405482,"3","NBEAL1"
2.67177566275943e-05,0.430625020862635,0.769,0.758,0.366407314390829,"3","TXNIP"
3.85633690711668e-05,1.46547734285892,0.307,0.233,0.528858043441981,"3","RASGRP2"
4.07088545711047e-05,0.934765138259217,0.292,0.216,0.55828123158813,"3","TAF7"
4.76814725356121e-05,0.772345721747826,0.36,0.294,0.653903714353384,"3","FAM65B"
5.29195818893155e-05,0.406189305193163,0.725,0.705,0.725739146030073,"3","CIRBP"
5.92124107192607e-05,0.655532612259165,0.322,0.24,0.812039000603941,"3","RHOH"
7.51889990562994e-05,0.842877702999002,0.377,0.31,1,"3","STK17A"
8.75654129118307e-05,0.37424235123472,0.655,0.634,1,"3","HNRNPA2B1"
0.00018706522240331,0.297815135643052,0.845,0.86,1,"3","RPL23"
0.000220765612492959,0.612360597382658,0.333,0.262,1,"3","LSM7"
0.000296004261150885,0.863847125162008,0.281,0.218,1,"3","TSTD1"
0.000314899658927319,0.912697429215774,0.269,0.203,1,"3","LSM10"
0.000543342128256559,0.679952334237367,0.275,0.212,1,"3","TCEA1"
0.00082564692415839,0.577686845126436,0.357,0.304,1,"3","EIF4G2"
0.00104210344032019,0.273420725624831,0.246,0.361,1,"3","UBE2L6"
0.0011305841466343,0.545747205525668,0.599,0.606,1,"3","HNRNPDL"
0.00119763354568336,0.710130301103324,0.491,0.45,1,"3","UQCRH"
0.0013146464879104,0.598425661669938,0.64,0.632,1,"3","HMGB1"
0.00219615333260837,0.495145451398317,0.365,0.321,1,"3","EVI2B"
0.00249222605429919,0.713329945387986,0.33,0.292,1,"3","SEP15"
0.00553548340504219,0.605688929162778,0.333,0.301,1,"3","SPCS2"
0.00626261260280611,0.40290845704724,0.509,0.496,1,"3","HNRNPK"
0.00802446384157194,0.494052360427863,0.339,0.3,1,"3","GDI2"
0.00846401147538393,0.422832199315816,0.512,0.498,1,"3","RNASET2"
0.00907498731176708,0.373782254477607,0.474,0.443,1,"3","C11orf31"
5.98246019087771e-221,3.46093098968313,0.987,0.226,8.20434590576969e-217,"4","CCL5"
3.67770847826394e-179,2.62366216330731,0.799,0.117,5.04360940709117e-175,"4","GZMA"
2.64918768751045e-178,2.3681152553356,0.936,0.213,3.63309599465183e-174,"4","NKG7"
1.41761090553281e-173,4.48747511295618,0.572,0.051,1.9441115958477e-169,"4","GZMK"
3.84925394920973e-168,2.56011181360108,0.77,0.119,5.27886686594623e-164,"4","CST7"
4.61323246592383e-113,2.27680431224366,0.802,0.232,6.32658700376794e-109,"4","CTSW"
1.33267503307559e-104,3.38299185041576,0.479,0.069,1.82763054035987e-100,"4","CD8A"
3.38105365413873e-97,2.96050091985835,0.457,0.069,4.63677698128585e-93,"4","KLRG1"
9.48780849562056e-87,0.690692852252064,1,1,1.3011580570894e-82,"4","B2M"
5.6386408825158e-86,2.2101953797039,0.559,0.132,7.73283210628216e-82,"4","LYAR"
2.32537428167038e-82,3.63059173060948,0.396,0.06,3.18901828988276e-78,"4","GZMH"
4.30765871725095e-79,1.51998414822416,0.942,0.5,5.90752316483795e-75,"4","IL32"
1.12302823663582e-68,0.865224649167321,0.997,0.979,1.54012092372237e-64,"4","HLA-C"
8.35716409736205e-59,1.84585678965846,0.581,0.199,1.14610148431223e-54,"4","GZMM"
4.71139075277156e-54,0.748360628226207,0.994,0.962,6.46120127835092e-50,"4","HLA-A"
6.2687782541061e-52,1.06445359963393,0.454,0.116,8.5970024976811e-48,"4","PRF1"
7.96678963255081e-52,1.24577683853169,0.866,0.474,1.09256553020802e-47,"4","CD3D"
3.90670322440919e-47,1.98092610309223,0.419,0.112,5.35765280195476e-43,"4","HOPX"
2.09475956045978e-44,2.24784180364312,0.371,0.095,2.87275326121454e-40,"4","CD8B"
1.82243409525408e-43,1.13102244923307,0.891,0.608,2.49928611823145e-39,"4","PTPRCAP"
9.46894822397282e-41,1.23105489634986,0.78,0.508,1.29857155943563e-36,"4","HCST"
2.83611993838312e-39,1.4202586641288,0.332,0.084,3.88945488349861e-35,"4","CCL4"
9.86838229816263e-36,2.00857447376514,0.319,0.09,1.35334994837002e-31,"4","SAMD3"
